ListOfficeName,BuyerOfficeName,closed_sales,total_sales_volume,median_close_price,average_days_on_market,average_close_to_original_list_ratio
"eXp Realty of California, Inc.",Real Broker,118,110422962.0,825000.0,24.76271186440678,0.9952095856615271
Compass,OUT OF AREA,73,108548540.0,1280000.0,47.821917808219176,0.9890099675176747
"eXp Realty of California, Inc.",Coldwell Banker Realty,95,108547175.0,940000.0,30.4,0.9952446829931352
Compass,Pacific Sotheby's International Realty,50,108142201.0,1760000.0,24.26,0.9799649277981206
Compass,Estate Properties,64,107494505.0,1432500.0,35.265625,0.9857998629919097
Compass,NONMEMBER MRML,79,107119405.0,1040000.0,41.50632911392405,0.9729474259879033
Christie's AKG,Compass,20,107059380.0,3392500.0,33.2,0.9614918312138041
"Toscana Homes, Inc.","Toscana Homes, Inc.",29,107015000.0,3550000.0,56.62068965517241,0.9569104503564307
Dudum Real Estate Group,Dudum Real Estate Group,83,106726951.0,1050000.0,19.843373493975903,1.015228968629756
The Agency,Sotheby's International Realty,31,106545584.0,2218500.0,34.354838709677416,0.9906698642763642
Coldwell Banker West,"eXp Realty of California, Inc.",126,106279849.0,750000.0,28.746031746031747,1.0053658183045973
Keller Williams Thrive,Keller Williams Thrive,63,106081206.0,1510000.0,13.65079365079365,1.053078409818324
RE/MAX MASTERS REALTY,RE/MAX MASTERS REALTY,83,105813616.0,1150000.0,35.0722891566265,0.9830280122491912
Realty Capital Group Inc.,Realty Capital Group Inc.,1,105800888.0,105800888.0,11.0,111.48671022128556
Taylor Morrison Services,None MRML,160,105437353.0,598286.0,50.7125,0.9931324272428522
Regency Real Estate Brokers,Regency Real Estate Brokers,84,104498925.0,1162500.0,31.63095238095238,0.9647990332285183
Coldwell Banker Realty,Berkshire Hathaway HomeService,66,104259288.0,1212500.0,31.78787878787879,0.980608007744448
Keller Williams Beverly Hills,Compass,52,104214100.0,1579750.0,38.90384615384615,0.978616099586385
BHHS CA Properties,BHHS CA Properties,76,103957964.0,1150000.0,19.67105263157895,0.962379681054343
Real Broker,"eXp Realty of California, Inc.",111,103431255.0,763000.0,23.83783783783784,1.00355423549709
Sotheby's International Realty,The Agency,41,103308900.0,1925000.0,33.58536585365854,0.971718333503399
Compass,Hilton Hilton,5,102772500.0,4995000.0,80.8,0.9350397406608149
Legacy Real Estate & Assoc.,Legacy Real Estate & Assoc.,67,102609551.0,1290000.0,18.776119402985074,1.0426206055686602
Redfin,,76,102433923.0,1172500.0,25.19736842105263,1.0387128900658098
RE/MAX Accord,RE/MAX Accord,98,102339313.0,857500.0,28.714285714285715,0.9892099301622344
Harcourts Prime Properties,Harcourts Prime Properties,68,102324200.0,1137500.0,31.073529411764707,1.0248262530788654
Rossmoor Realty / J.H. Russell,Rossmoor Realty / J.H. Russell,130,101960285.0,647750.0,37.91538461538462,0.9827795205196233
Coldwell Banker Realty,Golden Gate Sotheby's International Realty,43,101689676.0,1800000.0,34.83720930232558,1.01794194115014
Pacific Sotheby's Int'l Realty,Barry Estates,9,101043790.0,5000000.0,98.77777777777777,0.8729996658936836
Village Properties,Berkshire Hathaway HomeServices California Properties,8,100805888.0,9875000.0,246.25,0.8656037134517495
Keller Williams Realty-Silicon Valley,,78,100086138.0,1166000.0,22.153846153846153,1.070282781847295
Coldwell Banker Realty,"Douglas Elliman of California, Inc.",35,99884500.0,1856000.0,50.97142857142857,0.9338959611329175
Compass,Keller Williams Beverly Hills,61,99857979.0,1425000.0,43.19672131147541,0.9864849660427344
Coldwell Banker Realty,BQ Realty,47,99788138.0,1930000.0,15.319148936170214,1.0628577109941488
Seven Gables Real Estate,First Team Real Estate,79,99120685.0,1048500.0,21.443037974683545,1.1006598764168392
Allison James Estates & Homes,Allison James Estates & Homes,102,98837685.0,655000.0,68.16666666666667,1.0134374757916507
Keller Williams Thrive,,72,98511864.0,1272500.0,18.944444444444443,1.0542305198406592
Park Regency Realty,Park Regency Realty,118,98498949.0,790000.0,17.059322033898304,0.9951661288494638
Compass,Keller Williams Realty Los Feliz,49,98117845.0,2120000.0,29.918367346938776,1.0365534023333622
Compass,OUT OF AREA - NON MEMBER,59,98016950.0,940000.0,29.389830508474578,1.008282019563952
eXp Realty of California,eXp Realty of California,102,97937756.0,799000.0,21.54901960784314,0.9997129404178017
Christie's International Real Estate SoCal,Sotheby's International Realty,13,97647026.0,3267000.0,61.61538461538461,0.9716174310008315
Compass,"eXp Realty of California, Inc",75,97527300.0,995000.0,31.666666666666668,0.99731520991121
Madison Club Properties,Madison Club Properties,8,97293750.0,12595000.0,31.5,0.9066668360784007
Coldwell Banker Realty,Carmel Realty Company,30,96739850.0,2995000.0,87.76666666666667,0.9288194131287326
Carolwood Estates,Christie's International Real Estate SoCal,7,95854976.0,5021201.0,78.71428571428571,0.8347996598170468
Douglas Elliman,The Agency,23,95298500.0,2550000.0,33.04347826086956,0.980001545136029
Compass,Deleon Realty,14,95212000.0,5150000.0,31.714285714285715,1.0091486424924347
Compass,HomeSmart Realty West,74,95073200.0,1056250.0,33.71621621621622,0.9858758665007524
Golden Gate Sotheby's International Realty,Christie's International Real Estate Sereno,25,95042000.0,3428000.0,43.24,1.0217482707120344
Corcoran Icon Properties,Compass,65,94952800.0,1275000.0,33.52307692307692,1.0060908583118222
Parc Agency Corporation,Compass,20,94885500.0,4519000.0,15.1,1.00643373713562
RE/MAX Accord,Compass,87,94777823.0,925000.0,36.91954022988506,0.9837206908753001
Equity Union,Bennion Deville Homes,89,94556627.0,830000.0,60.78651685393258,0.9542195294005109
Coldwell Banker Realty,Realty One Group West,63,94523299.0,1230000.0,24.92063492063492,1.0003885340287975
Carmel Realty Company,Coldwell Banker Realty,24,94284000.0,2515000.0,89.95833333333333,0.9202225810153895
Carmel Realty Company,Sotheby's International Realty,25,94257862.0,2650000.0,100.96,0.9175084995707167
Intero Real Estate Services,KW Advisors,59,94188001.0,1430000.0,19.033898305084747,1.0523218417324547
"eXp Realty of Southern California, Inc.","eXp Realty of Southern California, Inc.",110,93506324.0,747500.0,34.96363636363636,0.9594590189703858
Berkshire Hathaway HomeServices California Properties,Equity Union,81,93244341.0,985000.0,49.81481481481482,0.9772424436185608
Compass,Alliance Bay Realty,54,92556400.0,1497500.0,17.425925925925927,1.0212850326891945
Keller Williams Realty Los Feliz,Compass,51,92231222.0,1455000.0,23.862745098039216,1.0622978312225098
The Agency,Berkshire Hathaway HomeServices California Properties,38,91716754.0,2301500.0,34.473684210526315,0.9861026756143192
Pacific Sotheby's International Realty,Compass,38,91689000.0,2112500.0,29.157894736842106,0.9907221126577571
First Team Real Estate,Seven Gables Real Estate,79,91485444.0,1125000.0,27.582278481012658,11.849260327046807
Sotheby's International Realty,Carolwood Estates,21,91362700.0,3022000.0,33.285714285714285,0.9852992019555783
Coldwell Banker Realty,NONMEMBER MRML,59,91296073.5,915000.0,48.20338983050848,1.2669420698875118
Carolwood Estates,Non-member Office,10,90991860.0,6487500.0,64.9,0.8978028672268579
The Agency,Rodeo Realty,30,90945650.0,2327500.0,29.066666666666666,1.003744109341292
eXp Realty of Greater Los Angeles,eXp Realty of Greater Los Angeles,100,90809689.0,754250.0,32.29,0.95347293954614
KW Bay Area Estates,,68,90601362.0,1225944.0,20.602941176470587,1.0375600719817986
RE/MAX TOP PRODUCERS,CENTURY 21 KING,1,90500000.0,90500000.0,12.0,91.42337609859582
Real Broker,Keller Williams Realty,92,90486472.0,899500.0,22.043478260869566,1.0004179353186802
RE/MAX PREMIER/ARCADIA,RE/MAX PREMIER/ARCADIA,54,90376000.0,1300000.0,19.555555555555557,1.0241673910812532
Christie's International Real Estate Sereno,Golden Gate Sotheby's International Realty,23,90279000.0,2598000.0,10.304347826086957,1.0526703559437858
Compass,Keller Williams Palo Alto,34,90197902.0,1960002.0,24.38235294117647,1.0645838566265855
Keller Williams Pacific Estate,Keller Williams Pacific Estate,99,90003327.0,850000.0,23.939393939393938,0.9923453435659441
Coldwell Banker Realty,"HomeSmart, Evergreen Realty",77,89687399.0,920000.0,33.857142857142854,0.9845427484604783
First Team Real Estate,Keller Williams Realty,85,89284058.0,927500.0,26.44705882352941,0.9969959771159639
Christie's International Real Estate SoCal,The Agency,17,89214075.0,3275000.0,54.94117647058823,0.9640967613864078
The Beverly Hills Estates,Coldwell Banker Realty,16,88993550.0,2675000.0,46.1875,0.9431729433005032
Equity Union,The Agency,44,88875864.0,1638500.0,43.79545454545455,0.9706686565253125
Berkshire Hathaway HomeServices California Properties,Real Broker,83,88411479.0,895000.0,34.65060240963855,0.9792610365251462
KW Bay Area Estates,Compass,45,88095880.0,1575000.0,26.866666666666667,1.0280883338254996
Christie's AKG,Carolwood Estates,6,87830000.0,11725000.0,101.16666666666667,0.8207969964760494
Windermere Real Estate,Windermere Real Estate,105,87829750.0,670000.0,66.05714285714286,0.9302304943066481
Compass,Pinnacle Real Estate Group,36,87673879.0,1335040.0,24.0,1.010632626175367
Green Banker Realty,Green Banker Realty,21,87498800.0,4180000.0,38.95238095238095,0.95886790759463
RE/MAX Connections,RE/MAX Connections,83,87367560.0,910000.0,13.891566265060241,0.9801631764558145
Intero Real Estate Services,Keller Williams Realty-Silicon Valley,51,86413089.0,1150000.0,31.705882352941178,1.0380038680264487
TRI Pointe Homes Bay Area,TRI Pointe Homes Bay Area,94,86034862.0,850000.0,80.45744680851064,0.9504259254343487
Keller Williams Realty-Silicon Valley,Compass,44,85712089.0,1780000.0,17.454545454545453,1.1017644207157848
Keller Williams West Ventura County,Keller Williams West Ventura County,60,85692896.0,998750.0,42.483333333333334,0.959953802476904
Surterre Properties Inc.,Compass,26,85663000.0,2505000.0,38.07692307692308,0.9686629768540395
Compass,RE/MAX Accord,60,85654150.0,1187000.0,24.633333333333333,1.0116627955127024
HomeSmart Realty West,Compass,73,84906250.0,995000.0,32.917808219178085,0.9785202141009992
The Agency,Douglas Elliman,18,84670000.0,3597500.0,59.333333333333336,0.9633144014465712
Compass,Vanguard Properties,56,84570231.0,1549500.0,22.982142857142858,1.0864047732456412
Berkshire Hathaway HomeServices California Properties,Non-Participant Office,22,84392161.0,2862500.0,62.04545454545455,0.9068560430754147
Compass,Coastal Premier Properties,28,84278750.0,2050000.0,41.035714285714285,0.9750696712886973
Coldwell Banker Hallmark,Coldwell Banker Hallmark,72,83755100.0,1005000.0,26.208333333333332,1.0083233831254963
Maxreal,,59,83622567.0,1230000.0,26.322033898305083,1.0555831197298111
Corcoran Icon Properties,Corcoran Icon Properties,64,83279887.0,1089000.0,26.640625,1.0038633024161647
"Pinnacle Estate Properties, Inc.",Equity Union,81,82779397.0,910000.0,38.75308641975309,0.9855894061574721
BHHS Drysdale Properties,Compass,65,82557073.0,1250000.0,26.753846153846155,1.007646047000357
Vanguard Properties,Compass,52,82500000.0,1445000.0,20.596153846153847,1.1106114199431496
Compass,"Pinnacle Estate Properties, Inc.",53,82087050.0,1130000.0,48.37735849056604,0.9798976489702982
Redfin Corporation,Coldwell Banker Realty,83,81871053.0,825000.0,32.93975903614458,0.98793500517251
Compass,Willis Allen Real Estate,40,81126269.0,1587500.0,31.6,1.1724502460921424
Compass,Barry Estates,23,81078000.0,2950000.0,36.26086956521739,0.9491750682154566
"eXp Realty of California, Inc.",Coldwell Banker West,82,80948625.0,800000.0,17.48780487804878,1.0146609404433913
eXp Realty of California Inc,NONMEMBER MRML,157,80905867.0,435000.0,50.503184713375795,0.9667841228482043
Berkshire Hathaway HomeServices California Properties,"eXp Realty of California, Inc.",64,80880365.0,820000.0,35.625,0.9711416100194187
Keller Williams Realty-Silicon Valley,Keller Williams Realty-Silicon Valley,39,80444888.0,1800000.0,17.384615384615383,1.0970635197695102
Coldwell Banker West,Berkshire Hathaway HomeServices California Properties,61,80321240.0,1100000.0,29.737704918032787,0.9854796524579558
KW Bay Area Estates,Intero Real Estate Services,47,80215389.0,1638000.0,14.404255319148936,1.0424922205768445
Berkshire Hathaway HomeServices California Properties,Pacific Sotheby's Int'l Realty,27,80063000.0,1295000.0,33.629629629629626,0.9835855636268853
"Douglas Elliman of California, Inc.",Carolwood Estates,13,80055000.0,5800000.0,60.07692307692308,0.9313733750835674
Golden Gate Sotheby's International Realty,Intero Real Estate Services,30,79901450.0,2162500.0,17.533333333333335,1.0276224106234186
Keller Williams La Jolla,Keller Williams La Jolla,54,79874533.0,1457500.0,21.796296296296298,0.9875524418527222
Coldwell Banker Realty,Douglas Elliman,34,79769868.0,1793750.0,38.38235294117647,0.9901369831193778
Bennion Deville Homes,Coldwell Banker Realty,101,79425300.0,675000.0,72.94059405940594,0.9419461170122082
Legacy Real Estate & Assoc.,Compass,57,79393364.0,1264000.0,20.912280701754387,1.030066627142181
First Team Real Estate,eXp Realty of California Inc,73,79236630.0,899900.0,23.84931506849315,0.9968365360621071
Intero Real Estate Services,KW Bay Area Estates,42,79234226.0,1650000.0,28.952380952380953,1.0253546600223795
"Engel & Voelkers, Westlake Village","Engel & Voelkers, Westlake Village",28,79202200.0,2450000.0,68.03571428571429,0.9473016875230964
Keller Williams Westlake Village,Keller Williams Westlake Village,70,79125856.0,1087500.0,39.7,0.9792087775841724
"eXp Realty of California, Inc",Compass,60,78079400.0,1019500.0,24.833333333333332,0.988329854881546
Vintage CC Sales Inc.,Vintage CC Sales Inc.,25,78045000.0,2600000.0,102.48,0.8941316262466504
Coldwell Banker Realty,Keller Williams Beverly Hills,39,77797770.0,1364000.0,51.46153846153846,0.9677746400050031
Carolwood Estates,Douglas Elliman,10,77760400.0,5125000.0,39.7,0.9761280111046438
Compass,Seven Gables Real Estate,50,77615900.0,1362500.0,27.34,0.9938987903467565
Coldwell Banker Realty,Carolwood Estates,26,77593436.0,2000000.0,39.07692307692308,0.9967716962533646
Coldwell Banker Realty,The Beverly Hills Estates,23,77481750.0,3100000.0,65.91304347826087,0.9695322877519609
Real Broker,Coldwell Banker West,84,77321746.0,776000.0,27.988095238095237,0.9946625383832891
Keller Williams Realty,Coldwell Banker West,80,77264305.0,810000.0,22.25,0.995838117400343
Re/Max Accord,Compass,56,77171850.0,1182500.0,19.107142857142858,1.002709644185144
The Agency,Equity Union,42,76928249.0,1465000.0,47.976190476190474,0.9551348685425631
Pacific Sotheby's Int'l Realty,First Team Real Estate,36,76837806.0,1770000.0,37.333333333333336,0.9655830608866002
Re/Max Premier Realty,Re/Max Premier Realty,58,76659000.0,1100000.0,19.0,18.206375166248765
"Douglas Elliman of California, Inc.",Coldwell Banker Realty,28,76597180.0,1918250.0,49.392857142857146,0.9910997181903786
Keller Williams Realty,Redfin,66,75620580.0,1052500.0,22.348484848484848,1.0095510914542167
Compass,Keller Williams Realty-Silicon Valley,42,75360728.0,1620000.0,14.952380952380953,1.036650288156071
Desert Sotheby's International Realty,Desert Sotheby's International Realty,61,75257375.0,857000.0,57.950819672131146,0.9629522119912026
CENTURY 21 Real Estate Alliance,,61,74668130.0,1210000.0,38.91803278688525,1.0185396196774807
Compass,Re/Max Accord,55,74616062.0,1200000.0,21.363636363636363,0.9947217657947692
Keller Williams Luxury Homes,Keller Williams Luxury Homes,78,74311549.0,749950.0,59.12820512820513,0.957597082256031
Christie's International Real Estate SoCal,Carolwood Estates,9,74308390.0,5149000.0,72.66666666666667,0.9621538400455774
Taylor Morrison Services Inc,,85,74181372.0,772780.0,49.188235294117646,0.9589830853052028
Keller Williams Thrive,Coldwell Banker Realty,45,73779186.0,1550000.0,18.955555555555556,1.075270533991258
Compass,Carmel Realty Company,22,73776642.0,3222500.0,48.09090909090909,0.9549908483942444
RE/MAX Parkside Real Estate,RE/MAX Parkside Real Estate,96,73652106.75,667500.0,59.010416666666664,0.951543367905194
Berkshire Hathaway HomeServices California Properties,Village Properties,10,73634000.0,5370000.0,98.0,0.8716205429272053
Christie's International Real Estate Sereno,KW Advisors,28,73616250.0,2030000.0,14.642857142857142,1.0605451749503316
"eXp Realty of California, Inc.",Keller Williams Realty,71,73602458.0,820000.0,25.295774647887324,1.0065302521066686
Berkshire Hathaway HomeServices California Properties,Rodeo Realty,34,73599858.0,1512500.0,38.05882352941177,0.9998864398147967
Rodeo Realty,The Agency,31,73273250.0,1750000.0,28.225806451612904,0.9793401927317754
Pacific Sotheby's Int'l Realty,Berkshire Hathaway HomeServices California Properties,25,73109248.0,1920000.0,49.16,0.9553772268767708
